,Unnamed: 0,Make,Model,Origin,DriveTrain,MSRP,Invoice,EngineSize,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length,Sum
228,153,Honda,Civic,Asia,Front,14170.0,12996.0,1.7,4.0,117.0,36.0,44.0,2500.0,103.0,175.0,263787.0
229,154,Honda,Civic,Asia,Front,15850.0,14531.0,1.7,4.0,115.0,32.0,38.0,2513.0,103.0,175.0,263787.0
230,155,Honda,Civic,Asia,Front,17750.0,16265.0,1.7,4.0,127.0,32.0,37.0,2601.0,103.0,175.0,263787.0
231,156,Honda,Civic,Asia,Front,19490.0,17849.0,2.0,4.0,160.0,26.0,30.0,2782.0,101.0,166.0,263787.0
232,157,Honda,Insight,Asia,Front,19110.0,17911.0,2.0,3.0,73.0,60.0,66.0,1850.0,95.0,155.0,18685.0
233,158,Honda,Pilot,Asia,All,27560.0,24843.0,3.5,6.0,240.0,17.0,22.0,4387.0,106.0,188.0,143062.0
234,159,Honda,CR-V,Asia,All,19860.0,18419.0,2.4,4.0,160.0,21.0,25.0,3258.0,103.0,179.0,361271.0
235,160,Honda,Element,Asia,All,18690.0,17334.0,2.4,4.0,160.0,21.0,24.0,3468.0,101.0,167.0,55609.27386934673
236,161,Honda,Accord,Asia,Front,19860.0,17924.0,2.4,4.0,160.0,26.0,34.0,2994.0,105.0,188.0,202676.0
237,162,Honda,Accord,Asia,Front,22260.0,20080.0,2.4,4.0,160.0,26.0,34.0,3047.0,105.0,188.0,202676.0
238,163,Honda,Accord,Asia,Front,23760.0,21428.0,3.0,6.0,240.0,21.0,30.0,3349.0,108.0,190.0,202676.0
239,164,Honda,Accord,Asia,Front,26960.0,24304.0,3.0,6.0,240.0,21.0,30.0,3294.0,105.0,188.0,202676.0
240,165,Honda,Odyssey,Asia,Front,24950.0,22498.0,3.5,6.0,240.0,18.0,25.0,4310.0,118.0,201.0,76125.0
241,166,Honda,Odyssey,Asia,Front,27450.0,24744.0,3.5,6.0,240.0,18.0,25.0,4365.0,118.0,201.0,76125.0
242,167,Honda,S2000,Asia,Rear,33260.0,29965.0,2.2,4.0,240.0,20.0,25.0,2835.0,95.0,162.0,55609.27386934673
243,523,Honda,Clarity,,,32462.695454545454,29732.477272727272,,,,,,,,,2597.0
244,524,Honda,Fit,,,32462.695454545454,29732.477272727272,,,,,,,,,8695.0
245,525,Honda,HR-V,,,32462.695454545454,29732.477272727272,,,,,,,,,137090.0
246,526,Honda,Passport,,,32462.695454545454,29732.477272727272,,,,,,,,,53133.0
247,527,Honda,Ridgeline,,,32462.695454545454,29732.477272727272,,,,,,,,,41355.0
248,168,Hummer,H2,USA,All,49995.0,45815.0,6.0,8.0,316.0,10.0,12.0,6400.0,123.0,190.0,55609.27386934673
249,169,Hyundai,Santa,Asia,Front,21589.0,20201.0,2.7,6.0,173.0,20.0,26.0,3549.0,103.0,177.0,9634.0
250,170,Hyundai,Santa,Asia,Front,21589.0,20201.0,2.7,6.0,173.0,20.0,26.0,3549.0,103.0,177.0,112705.0
251,171,Hyundai,Accent,Asia,Front,10539.0,10107.0,1.6,4.0,103.0,29.0,33.0,2255.0,96.0,167.0,18868.0
252,172,Hyundai,Accent,Asia,Front,11839.0,11116.0,1.6,4.0,103.0,29.0,33.0,2290.0,96.0,167.0,18868.0
253,173,Hyundai,Accent,Asia,Front,11939.0,11209.0,1.6,4.0,103.0,29.0,33.0,2339.0,96.0,167.0,18868.0
254,174,Hyundai,Elantra,Asia,Front,13839.0,12781.0,2.0,4.0,138.0,26.0,34.0,2635.0,103.0,178.0,127360.0
255,175,Hyundai,Elantra,Asia,Front,15389.0,14207.0,2.0,4.0,138.0,26.0,34.0,2635.0,103.0,178.0,127360.0
256,176,Hyundai,Elantra,Asia,Front,15389.0,14207.0,2.0,4.0,138.0,26.0,34.0,2698.0,103.0,178.0,127360.0
257,177,Hyundai,Sonata,Asia,Front,19339.0,17574.0,2.7,6.0,170.0,19.0,27.0,3217.0,106.0,187.0,83434.0
258,178,Hyundai,Sonata,Asia,Front,20339.0,18380.0,2.7,6.0,170.0,19.0,27.0,3217.0,106.0,187.0,83434.0
259,179,Hyundai,XG350,Asia,Front,24589.0,22055.0,3.5,6.0,194.0,17.0,26.0,3651.0,108.0,192.0,55609.27386934673
260,180,Hyundai,XG350,Asia,Front,26189.0,23486.0,3.5,6.0,194.0,17.0,26.0,3651.0,108.0,192.0,55609.27386934673
261,181,Hyundai,Tiburon,Asia,Front,18739.0,17101.0,2.7,6.0,172.0,19.0,26.0,3023.0,100.0,173.0,15744.0
262,528,Hyundai,Ioniq,,,32462.695454545454,29732.477272727272,,,,,,,,,19175.0
263,529,Hyundai,Ioniq,,,32462.695454545454,29732.477272727272,,,,,,,,,153.0
264,530,Hyundai,Kona,,,32462.695454545454,29732.477272727272,,,,,,,,,89607.0
265,531,Hyundai,Nexo,,,32462.695454545454,29732.477272727272,,,,,,,,,421.0
266,532,Hyundai,Palisade,,,32462.695454545454,29732.477272727272,,,,,,,,,86282.0
267,533,Hyundai,Tuscon,,,32462.695454545454,29732.477272727272,,,,,,,,,140721.0
268,534,Hyundai,Veloster,,,32462.695454545454,29732.477272727272,,,,,,,,,1942.0
269,535,Hyundai,Venue,,,32462.695454545454,29732.477272727272,,,,,,,,,20669.0
270,182,Infiniti,G35,Asia,Rear,28495.0,26157.0,3.5,6.0,260.0,18.0,26.0,3336.0,112.0,187.0,55609.27386934673
271,183,Infiniti,G35,Asia,Rear,29795.0,27536.0,3.5,6.0,280.0,18.0,26.0,3416.0,112.0,182.0,55609.27386934673
272,184,Infiniti,G35,Asia,All,32445.0,29783.0,3.5,6.0,260.0,18.0,26.0,3677.0,112.0,187.0,55609.27386934673
273,185,Infiniti,I35,Asia,Front,31145.0,28320.0,3.5,6.0,255.0,19.0,26.0,3306.0,108.0,194.0,55609.27386934673
274,186,Infiniti,M45,Asia,Rear,42845.0,38792.0,4.5,8.0,340.0,17.0,23.0,3851.0,110.0,197.0,55609.27386934673
275,187,Infiniti,Q45,Asia,Rear,52545.0,47575.0,4.5,8.0,340.0,17.0,23.0,3977.0,113.0,200.0,55609.27386934673
276,188,Infiniti,FX35,Asia,Rear,34895.0,31756.0,3.5,6.0,280.0,16.0,22.0,4056.0,112.0,189.0,55609.27386934673
277,189,Infiniti,FX45,Asia,All,36395.0,33121.0,4.5,8.0,315.0,15.0,19.0,4309.0,112.0,189.0,55609.27386934673
278,536,Infiniti,Q50,,,32462.695454545454,29732.477272727272,,,,,,,,,13894.0
279,537,Infiniti,Q60,,,32462.695454545454,29732.477272727272,,,,,,,,,2729.0
280,538,Infiniti,QX50,,,32462.695454545454,29732.477272727272,,,,,,,,,19196.0
281,539,Infiniti,QX55,,,32462.695454545454,29732.477272727272,,,,,,,,,4333.0
282,540,Infiniti,QX60,,,32462.695454545454,29732.477272727272,,,,,,,,,5830.0
283,541,Infiniti,QX80,,,32462.695454545454,29732.477272727272,,,,,,,,,12573.0
284,190,Isuzu,Ascender,Asia,All,31849.0,29977.0,4.2,6.0,275.0,15.0,20.0,4967.0,129.0,208.0,55609.27386934673
285,191,Isuzu,Rodeo,Asia,Front,20449.0,19261.0,3.2,6.0,193.0,17.0,21.0,3836.0,106.0,178.0,55609.27386934673
286,192,Jaguar,X-Type,Europe,All,29995.0,27355.0,2.5,6.0,192.0,18.0,26.0,3428.0,107.0,184.0,55609.27386934673
287,193,Jaguar,X-Type,Europe,All,33995.0,30995.0,3.0,6.0,227.0,18.0,25.0,3516.0,107.0,184.0,55609.27386934673
288,194,Jaguar,S-Type,Europe,Rear,43895.0,40004.0,3.0,6.0,235.0,18.0,26.0,3777.0,115.0,192.0,55609.27386934673
289,195,Jaguar,S-Type,Europe,Rear,49995.0,45556.0,4.2,8.0,294.0,18.0,28.0,3874.0,115.0,192.0,55609.27386934673
290,196,Jaguar,S-Type,Europe,Rear,63120.0,57499.0,4.2,8.0,390.0,17.0,24.0,4046.0,115.0,192.0,55609.27386934673
291,197,Jaguar,Vanden,Europe,Rear,68995.0,62846.0,4.2,8.0,294.0,18.0,28.0,3803.0,119.0,200.0,55609.27386934673
292,198,Jaguar,XJ8,Europe,Rear,59995.0,54656.0,4.2,8.0,294.0,18.0,28.0,3803.0,119.0,200.0,55609.27386934673
293,199,Jaguar,XJR,Europe,Rear,74995.0,68306.0,4.2,8.0,390.0,17.0,24.0,3948.0,119.0,200.0,55609.27386934673
294,200,Jaguar,XK8,Europe,Rear,69995.0,63756.0,4.2,8.0,294.0,18.0,26.0,3779.0,102.0,187.0,55609.27386934673
295,201,Jaguar,XK8,Europe,Rear,74995.0,68306.0,4.2,8.0,294.0,18.0,26.0,3980.0,102.0,187.0,55609.27386934673
296,202,Jaguar,XKR,Europe,Rear,81995.0,74676.0,4.2,8.0,390.0,16.0,23.0,3865.0,102.0,187.0,55609.27386934673
297,203,Jaguar,XKR,Europe,Rear,86995.0,79226.0,4.2,8.0,390.0,16.0,23.0,4042.0,102.0,187.0,55609.27386934673
298,542,Jaguar,E-Pace,,,32462.695454545454,29732.477272727272,,,,,,,,,2904.0
299,543,Jaguar,F-Pace,,,32462.695454545454,29732.477272727272,,,,,,,,,9237.0
300,544,Jaguar,F-Type,,,32462.695454545454,29732.477272727272,,,,,,,,,2112.0
301,545,Jaguar,I-Pace,,,32462.695454545454,29732.477272727272,,,,,,,,,1415.0
302,546,Jaguar,XE,,,32462.695454545454,29732.477272727272,,,,,,,,,270.0
303,547,Jaguar,XF,,,32462.695454545454,29732.477272727272,,,,,,,,,1183.0
304,548,Jaguar,XJ,,,32462.695454545454,29732.477272727272,,,,,,,,,28.0
305,204,Jeep,Grand,USA,Front,27905.0,25686.0,4.0,6.0,195.0,16.0,21.0,3790.0,106.0,181.0,254445.0
306,205,Jeep,Grand,USA,Front,27905.0,25686.0,4.0,6.0,195.0,16.0,21.0,3790.0,106.0,181.0,2676.0
307,206,Jeep,Liberty,USA,All,20130.0,18973.0,2.4,4.0,150.0,20.0,24.0,3826.0,104.0,174.0,55609.27386934673
308,207,Jeep,Wrangler,USA,All,25520.0,23275.0,4.0,6.0,190.0,16.0,19.0,3575.0,93.0,150.0,204610.0
309,549,Jeep,Cherokee,,,32462.695454545454,29732.477272727272,,,,,,,,,89126.0
310,550,Jeep,Compass,,,32462.695454545454,29732.477272727272,,,,,,,,,75642.0
311,551,Jeep,Gladiator,,,32462.695454545454,29732.477272727272,,,,,,,,,89712.0
312,552,Jeep,Patriot,,,32462.695454545454,29732.477272727272,,,,,,,,,15.0
313,553,Jeep,Renegade,,,32462.695454545454,29732.477272727272,,,,,,,,,47138.0
314,554,Jeep,Wagoneer,,,32462.695454545454,29732.477272727272,,,,,,,,,5349.0
315,208,Kia,Sorento,Asia,Front,19635.0,18630.0,3.5,6.0,192.0,16.0,19.0,4112.0,107.0,180.0,81785.0
316,209,Kia,Optima,Asia,Front,16040.0,14910.0,2.4,4.0,138.0,23.0,30.0,3281.0,106.0,186.0,16.0
317,210,Kia,Optima,Asia,Front,18435.0,16850.0,2.7,6.0,170.0,20.0,27.0,3279.0,106.0,186.0,16.0
318,211,Kia,Rio,Asia,Front,10280.0,9875.0,1.6,4.0,104.0,26.0,33.0,2403.0,95.0,167.0,31362.0
319,212,Kia,Rio,Asia,Front,11155.0,10705.0,1.6,4.0,104.0,25.0,32.0,2458.0,95.0,167.0,31362.0
320,213,Kia,Rio,Asia,Front,11905.0,11410.0,1.6,4.0,104.0,26.0,33.0,2447.0,95.0,167.0,31362.0
321,214,Kia,Spectra,Asia,Front,12360.0,11630.0,1.8,4.0,124.0,24.0,32.0,2661.0,101.0,178.0,55609.27386934673
322,215,Kia,Spectra,Asia,Front,13580.0,12830.0,1.8,4.0,124.0,24.0,32.0,2686.0,101.0,178.0,55609.27386934673
323,216,Kia,Spectra,Asia,Front,14630.0,13790.0,1.8,4.0,124.0,24.0,32.0,2697.0,101.0,178.0,55609.27386934673
324,217,Kia,Amanti,Asia,Front,26000.0,23764.0,3.5,6.0,195.0,17.0,25.0,4021.0,110.0,196.0,55609.27386934673
325,218,Kia,Sedona,Asia,Front,20615.0,19400.0,3.5,6.0,195.0,16.0,22.0,4802.0,115.0,194.0,14625.0
326,555,Kia,Cadenza,,,32462.695454545454,29732.477272727272,,,,,,,,,249.0
327,556,Kia,Carnival,,,32462.695454545454,29732.477272727272,,,,,,,,,10530.0
328,557,Kia,Forte,,,32462.695454545454,29732.477272727272,,,,,,,,,113051.0
329,558,Kia,K5,,,32462.695454545454,29732.477272727272,,,,,,,,,77195.0
330,559,Kia,K900,,,32462.695454545454,29732.477272727272,,,,,,,,,85.0
331,560,Kia,Niro,,,32462.695454545454,29732.477272727272,,,,,,,,,26192.0
332,561,Kia,Seltos,,,32462.695454545454,29732.477272727272,,,,,,,,,51368.0
333,562,Kia,Soul,,,32462.695454545454,29732.477272727272,,,,,,,,,75126.0
334,563,Kia,Sportage,,,32462.695454545454,29732.477272727272,,,,,,,,,88688.0
335,564,Kia,Stinger,,,32462.695454545454,29732.477272727272,,,,,,,,,13517.0
336,565,Kia,Telluride,,,32462.695454545454,29732.477272727272,,,,,,,,,93705.0
337,566,Land,Rover,,,32462.695454545454,29732.477272727272,,,,,,,,,19080.0
338,567,Land,Rover,,,32462.695454545454,29732.477272727272,,,,,,,,,4398.0
339,568,Land,Rover,,,32462.695454545454,29732.477272727272,,,,,,,,,7222.0
340,569,Land,Rover,,,32462.695454545454,29732.477272727272,,,,,,,,,17285.0
341,570,Land,Rover,,,32462.695454545454,29732.477272727272,,,,,,,,,7181.0
342,571,Land,Rover,,,32462.695454545454,29732.477272727272,,,,,,,,,21341.0
343,572,Land,Rover,,,32462.695454545454,29732.477272727272,,,,,,,,,13271.0
344,219,Land Rover,Range,Europe,All,72250.0,65807.0,4.4,8.0,282.0,12.0,16.0,5379.0,113.0,195.0,55609.27386934673
345,220,Land Rover,Discovery,Europe,All,39250.0,35777.0,4.6,8.0,217.0,12.0,16.0,4576.0,100.0,185.0,55609.27386934673
346,221,Land Rover,Freelander,Europe,All,25995.0,23969.0,2.5,6.0,174.0,18.0,21.0,3577.0,101.0,175.0,55609.27386934673
347,222,Lexus,GX,Asia,All,45700.0,39838.0,4.7,8.0,235.0,15.0,19.0,4740.0,110.0,188.0,32509.0
348,223,Lexus,LX,Asia,All,64800.0,56455.0,4.7,8.0,235.0,13.0,17.0,5590.0,112.0,193.0,26016.0
349,224,Lexus,RX,Asia,All,39195.0,34576.0,3.3,6.0,230.0,18.0,24.0,4065.0,107.0,186.0,115320.0
350,225,Lexus,ES,Asia,Front,32350.0,28755.0,3.3,6.0,225.0,20.0,29.0,3460.0,107.0,191.0,45406.0
351,226,Lexus,IS,Asia,Rear,31045.0,27404.0,3.0,6.0,215.0,18.0,25.0,3255.0,105.0,177.0,21998.0
352,227,Lexus,IS,Asia,Rear,32415.0,28611.0,3.0,6.0,215.0,18.0,24.0,3285.0,105.0,177.0,21998.0
353,228,Lexus,IS,Asia,Rear,32455.0,28647.0,3.0,6.0,215.0,18.0,24.0,3410.0,105.0,177.0,21998.0
354,229,Lexus,GS,Asia,Rear,41010.0,36196.0,3.0,6.0,220.0,18.0,25.0,3649.0,110.0,189.0,76.0
355,230,Lexus,GS,Asia,Rear,48450.0,42232.0,4.3,8.0,300.0,18.0,23.0,3715.0,110.0,189.0,76.0
356,231,Lexus,LS,Asia,Rear,55750.0,48583.0,4.3,8.0,290.0,18.0,25.0,3990.0,115.0,197.0,3739.0
357,232,Lexus,SC,Asia,Rear,63200.0,55063.0,4.3,8.0,300.0,18.0,23.0,3840.0,103.0,178.0,55609.27386934673
358,573,Lexus,LC,,,32462.695454545454,29732.477272727272,,,,,,,,,2782.0
359,574,Lexus,NX,,,32462.695454545454,29732.477272727272,,,,,,,,,58514.0
360,575,Lexus,RC,,,32462.695454545454,29732.477272727272,,,,,,,,,2987.0
361,576,Lexus,UX,,,32462.695454545454,29732.477272727272,,,,,,,,,17581.0
362,233,Lincoln,Navigator,USA,All,52775.0,46360.0,5.4,8.0,300.0,13.0,18.0,5969.0,119.0,206.0,15631.0
363,234,Lincoln,Aviator,USA,Front,42915.0,39443.0,4.6,8.0,302.0,13.0,18.0,4834.0,114.0,193.0,20924.0
364,235,Lincoln,LS,USA,Rear,32495.0,29969.0,3.0,6.0,232.0,20.0,26.0,3681.0,115.0,194.0,55609.27386934673
365,236,Lincoln,LS,USA,Rear,36895.0,33929.0,3.0,6.0,232.0,20.0,26.0,3681.0,115.0,194.0,55609.27386934673
366,237,Lincoln,LS,USA,Rear,40095.0,36809.0,3.9,8.0,280.0,17.0,24.0,3768.0,115.0,194.0,55609.27386934673
367,238,Lincoln,LS,USA,Rear,43495.0,39869.0,3.9,8.0,280.0,17.0,24.0,3768.0,115.0,194.0,55609.27386934673
368,239,Lincoln,Town,USA,Rear,41815.0,38418.0,4.6,8.0,239.0,17.0,25.0,4369.0,118.0,215.0,55609.27386934673
369,240,Lincoln,Town,USA,Rear,44925.0,41217.0,4.6,8.0,239.0,17.0,25.0,4369.0,118.0,215.0,55609.27386934673
370,241,Lincoln,Town,USA,Rear,50470.0,46208.0,4.6,8.0,239.0,17.0,25.0,4474.0,124.0,221.0,55609.27386934673
371,577,Lincoln,Continental,,,32462.695454545454,29732.477272727272,,,,,,,,,1460.0
372,578,Lincoln,Corsair,,,32462.695454545454,29732.477272727272,,,,,,,,,22790.0
373,579,Lincoln,MKX/Nautilus,,,32462.695454545454,29732.477272727272,,,,,,,,,25443.0
374,580,Lincoln,MKZ,,,32462.695454545454,29732.477272727272,,,,,,,,,1681.0
375,244,Mazda,Tribute,Asia,All,21087.0,19742.0,2.0,4.0,130.0,22.0,25.0,3091.0,103.0,173.0,55609.27386934673
376,245,Mazda,Mazda3,Asia,Front,15500.0,14525.0,2.0,4.0,148.0,26.0,34.0,2696.0,104.0,178.0,55609.27386934673
377,246,Mazda,Mazda3,Asia,Front,17200.0,15922.0,2.3,4.0,160.0,25.0,31.0,2762.0,104.0,179.0,55609.27386934673
378,247,Mazda,Mazda6,Asia,Front,19270.0,17817.0,2.3,4.0,160.0,24.0,32.0,3042.0,105.0,187.0,55609.27386934673
379,248,Mazda,MPV,Asia,Front,28750.0,26600.0,3.0,6.0,200.0,18.0,25.0,3812.0,112.0,188.0,55609.27386934673
380,249,Mazda,MX-5,Asia,Rear,22388.0,20701.0,1.8,4.0,142.0,23.0,28.0,2387.0,89.0,156.0,10470.0
381,250,Mazda,MX-5,Asia,Rear,25193.0,23285.0,1.8,4.0,142.0,23.0,28.0,2387.0,89.0,156.0,10470.0
382,251,Mazda,RX-8,Asia,Rear,25700.0,23794.0,1.3,,197.0,18.0,25.0,3053.0,106.0,174.0,55609.27386934673
383,252,Mazda,RX-8,Asia,Rear,27200.0,25179.0,1.3,,238.0,18.0,24.0,3029.0,106.0,174.0,55609.27386934673
384,253,Mazda,B2300,Asia,Rear,14840.0,14070.0,2.3,4.0,143.0,24.0,29.0,2960.0,112.0,188.0,55609.27386934673
385,254,Mazda,B4000,Asia,All,22350.0,20482.0,4.0,6.0,207.0,15.0,19.0,3571.0,126.0,203.0,55609.27386934673
386,581,Mazda,3,,,32462.695454545454,29732.477272727272,,,,,,,,,41845.0
387,582,Mazda,5,,,32462.695454545454,29732.477272727272,,,,,,,,,60.0
388,583,Mazda,6,,,32462.695454545454,29732.477272727272,,,,,,,,,18504.0
389,584,Mazda,CX-3,,,32462.695454545454,29732.477272727272,,,,,,,,,6374.0
390,585,Mazda,CX-30,,,32462.695454545454,29732.477272727272,,,,,,,,,55180.0
391,586,Mazda,CX-5,,,32462.695454545454,29732.477272727272,,,,,,,,,163940.0
392,587,Mazda,CX-9,,,32462.695454545454,29732.477272727272,,,,,,,,,31803.0
393,588,Mazda,MX-30,,,32462.695454545454,29732.477272727272,,,,,,,,,61.0
394,255,Mercedes-Benz,G500,Europe,All,76870.0,71540.0,5.0,8.0,292.0,13.0,14.0,5423.0,112.0,186.0,55609.27386934673
395,256,Mercedes-Benz,ML500,Europe,All,46470.0,43268.0,5.0,8.0,288.0,14.0,17.0,4874.0,111.0,183.0,55609.27386934673
396,257,Mercedes-Benz,C230,Europe,Rear,26060.0,24249.0,1.8,4.0,189.0,22.0,30.0,3250.0,107.0,178.0,55609.27386934673
397,258,Mercedes-Benz,C320,Europe,Rear,28370.0,26435.0,3.2,6.0,215.0,19.0,26.0,3430.0,107.0,178.0,55609.27386934673
398,259,Mercedes-Benz,C320,Europe,Rear,35920.0,33456.0,3.2,6.0,215.0,19.0,26.0,3430.0,107.0,178.0,55609.27386934673
399,260,Mercedes-Benz,C320,Europe,Rear,37630.0,35046.0,3.2,6.0,215.0,20.0,26.0,3450.0,107.0,178.0,55609.27386934673
400,261,Mercedes-Benz,C320,Europe,All,38830.0,36162.0,3.2,6.0,215.0,19.0,27.0,3450.0,107.0,178.0,55609.27386934673
401,262,Mercedes-Benz,C240,Europe,Rear,32280.0,30071.0,2.6,6.0,168.0,20.0,25.0,3360.0,107.0,178.0,55609.27386934673
402,263,Mercedes-Benz,C240,Europe,All,33480.0,31187.0,2.6,6.0,168.0,19.0,25.0,3360.0,107.0,178.0,55609.27386934673
403,264,Mercedes-Benz,C240,Europe,Rear,33780.0,31466.0,2.6,6.0,168.0,19.0,25.0,3470.0,107.0,179.0,55609.27386934673
404,265,Mercedes-Benz,C32,Europe,Rear,52120.0,48522.0,3.2,6.0,349.0,16.0,21.0,3540.0,107.0,178.0,55609.27386934673
405,266,Mercedes-Benz,CL500,Europe,Rear,94820.0,88324.0,5.0,8.0,302.0,16.0,24.0,4085.0,114.0,196.0,55609.27386934673
406,267,Mercedes-Benz,CL600,Europe,Rear,128420.0,119600.0,5.5,12.0,493.0,13.0,19.0,4473.0,114.0,196.0,55609.27386934673
407,268,Mercedes-Benz,CLK320,Europe,Rear,45707.0,41966.0,3.2,6.0,215.0,20.0,26.0,3770.0,107.0,183.0,55609.27386934673
408,269,Mercedes-Benz,CLK500,Europe,Rear,52800.0,49104.0,5.0,8.0,302.0,17.0,22.0,3585.0,107.0,183.0,55609.27386934673
409,270,Mercedes-Benz,E320,Europe,Rear,48170.0,44849.0,3.2,6.0,221.0,19.0,27.0,3635.0,112.0,190.0,55609.27386934673
410,271,Mercedes-Benz,E320,Europe,Rear,50670.0,47174.0,3.2,6.0,221.0,19.0,27.0,3966.0,112.0,190.0,55609.27386934673
411,272,Mercedes-Benz,E500,Europe,Rear,57270.0,53382.0,5.0,8.0,302.0,16.0,20.0,3815.0,112.0,190.0,55609.27386934673
412,273,Mercedes-Benz,E500,Europe,All,60670.0,56474.0,5.0,8.0,302.0,16.0,24.0,4230.0,112.0,190.0,55609.27386934673
413,274,Mercedes-Benz,S430,Europe,Rear,74320.0,69168.0,4.3,8.0,275.0,18.0,26.0,4160.0,122.0,203.0,55609.27386934673
414,275,Mercedes-Benz,S500,Europe,All,86970.0,80939.0,5.0,8.0,302.0,16.0,24.0,4390.0,122.0,203.0,55609.27386934673
415,276,Mercedes-Benz,SL500,Europe,Rear,90520.0,84325.0,5.0,8.0,302.0,16.0,23.0,4065.0,101.0,179.0,55609.27386934673
416,277,Mercedes-Benz,SL55,Europe,Rear,121770.0,113388.0,5.5,8.0,493.0,14.0,21.0,4235.0,101.0,179.0,55609.27386934673
417,278,Mercedes-Benz,SL600,Europe,Rear,126670.0,117854.0,5.5,12.0,493.0,13.0,19.0,4429.0,101.0,179.0,55609.27386934673
418,279,Mercedes-Benz,SLK230,Europe,Rear,40320.0,37548.0,2.3,4.0,192.0,21.0,29.0,3055.0,95.0,158.0,55609.27386934673
419,280,Mercedes-Benz,SLK32,Europe,Rear,56170.0,52289.0,3.2,6.0,349.0,17.0,22.0,3220.0,95.0,158.0,55609.27386934673
420,589,Mercedes-Benz,A-Class,,,32462.695454545454,29732.477272727272,,,,,,,,,8108.0
421,590,Mercedes-Benz,AMG,,,32462.695454545454,29732.477272727272,,,,,,,,,3109.0
422,591,Mercedes-Benz,C-Class,,,32462.695454545454,29732.477272727272,,,,,,,,,30816.0
423,592,Mercedes-Benz,CLA-Class,,,32462.695454545454,29732.477272727272,,,,,,,,,6823.0
424,593,Mercedes-Benz,E,,,32462.695454545454,29732.477272727272,,,,,,,,,20946.0
425,594,Mercedes-Benz,EQS-Sedan,,,32462.695454545454,29732.477272727272,,,,,,,,,443.0
426,595,Mercedes-Benz,G-Class,,,32462.695454545454,29732.477272727272,,,,,,,,,8521.0
427,596,Mercedes-Benz,GL/GLS-Class,,,32462.695454545454,29732.477272727272,,,,,,,,,24465.0
428,597,Mercedes-Benz,GLA-Class,,,32462.695454545454,29732.477272727272,,,,,,,,,14323.0
429,598,Mercedes-Benz,GLB,,,32462.695454545454,29732.477272727272,,,,,,,,,26676.0
430,599,Mercedes-Benz,GLC/GLK-Class,,,32462.695454545454,29732.477272727272,,,,,,,,,51805.0
431,600,Mercedes-Benz,GLE-Class,,,32462.695454545454,29732.477272727272,,,,,,,,,65073.0
432,601,Mercedes-Benz,Metris,,,32462.695454545454,29732.477272727272,,,,,,,,,13054.0
433,602,Mercedes-Benz,S-Class,,,32462.695454545454,29732.477272727272,,,,,,,,,14284.0
434,603,Mercedes-Benz,SL-Class,,,32462.695454545454,29732.477272727272,,,,,,,,,460.0
435,604,Mercedes-Benz,SLC-Class,,,32462.695454545454,29732.477272727272,,,,,,,,,225.0
436,605,Mercedes-Benz,Sprinter,,,32462.695454545454,29732.477272727272,,,,,,,,,40534.0
437,281,Mercury,Mountaineer,USA,Front,29995.0,27317.0,4.0,6.0,210.0,16.0,21.0,4374.0,114.0,190.0,55609.27386934673
438,282,Mercury,Sable,USA,Front,21595.0,19848.0,3.0,6.0,155.0,20.0,27.0,3308.0,109.0,200.0,55609.27386934673
439,283,Mercury,Sable,USA,Front,23895.0,21918.0,3.0,6.0,201.0,19.0,26.0,3315.0,109.0,200.0,55609.27386934673
440,284,Mercury,Sable,USA,Front,22595.0,20748.0,3.0,6.0,155.0,19.0,26.0,3488.0,109.0,198.0,55609.27386934673
441,285,Mercury,Grand,USA,Rear,24695.0,23217.0,4.6,8.0,224.0,17.0,25.0,4052.0,115.0,212.0,55609.27386934673
442,286,Mercury,Grand,USA,Rear,29595.0,27148.0,4.6,8.0,224.0,17.0,25.0,4052.0,115.0,212.0,55609.27386934673
443,287,Mercury,Grand,USA,Rear,30895.0,28318.0,4.6,8.0,224.0,17.0,25.0,4052.0,115.0,212.0,55609.27386934673
444,288,Mercury,Marauder,USA,Rear,34495.0,31558.0,4.6,8.0,302.0,17.0,23.0,4195.0,115.0,212.0,55609.27386934673
445,289,Mercury,Monterey,USA,Front,33995.0,30846.0,4.2,6.0,201.0,16.0,23.0,4340.0,121.0,202.0,55609.27386934673
446,242,MINI,Cooper,Europe,Front,16999.0,15437.0,1.6,4.0,115.0,28.0,37.0,2524.0,97.0,143.0,55609.27386934673
447,243,MINI,Cooper,Europe,Front,19999.0,18137.0,1.6,4.0,163.0,25.0,34.0,2678.0,97.0,144.0,55609.27386934673
448,606,Mini,Cooper,,,32462.695454545454,29732.477272727272,,,,,,,,,22970.0
449,607,Mini,Countryman,,,32462.695454545454,29732.477272727272,,,,,,,,,12198.0
450,290,Mitsubishi,Endeavor,Asia,All,30492.0,28330.0,3.8,6.0,215.0,17.0,21.0,4134.0,109.0,190.0,55609.27386934673
451,291,Mitsubishi,Montero,Asia,All,33112.0,30763.0,3.8,6.0,215.0,15.0,19.0,4718.0,110.0,190.0,55609.27386934673
452,292,Mitsubishi,Outlander,Asia,Front,18892.0,17569.0,2.4,4.0,160.0,21.0,27.0,3240.0,103.0,179.0,33883.0
