,Make,Model,Origin,DriveTrain,MSRP,Invoice,EngineSize,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length,Sum
219,Land Rover,Range,Europe,All,72250.00,65807.00,4.4,8,282,12,16,5379,113,195,
220,Land Rover,Discovery,Europe,All,39250.00,35777.00,4.6,8,217,12,16,4576,100,185,
221,Land Rover,Freelander,Europe,All,25995.00,23969.00,2.5,6,174,18,21,3577,101,175,
222,Lexus,GX,Asia,All,45700.00,39838.00,4.7,8,235,15,19,4740,110,188,32509
223,Lexus,LX,Asia,All,64800.00,56455.00,4.7,8,235,13,17,5590,112,193,26016
224,Lexus,RX,Asia,All,39195.00,34576.00,3.3,6,230,18,24,4065,107,186,115320
225,Lexus,ES,Asia,Front,32350.00,28755.00,3.3,6,225,20,29,3460,107,191,45406
226,Lexus,IS,Asia,Rear,31045.00,27404.00,3,6,215,18,25,3255,105,177,21998
227,Lexus,IS,Asia,Rear,32415.00,28611.00,3,6,215,18,24,3285,105,177,21998
228,Lexus,IS,Asia,Rear,32455.00,28647.00,3,6,215,18,24,3410,105,177,21998
229,Lexus,GS,Asia,Rear,41010.00,36196.00,3,6,220,18,25,3649,110,189,76
230,Lexus,GS,Asia,Rear,48450.00,42232.00,4.3,8,300,18,23,3715,110,189,76
231,Lexus,LS,Asia,Rear,55750.00,48583.00,4.3,8,290,18,25,3990,115,197,3739
232,Lexus,SC,Asia,Rear,63200.00,55063.00,4.3,8,300,18,23,3840,103,178,
573,Lexus,LC,,,,,,,,,,,,,2782
574,Lexus,NX,,,,,,,,,,,,,58514
575,Lexus,RC,,,,,,,,,,,,,2987
576,Lexus,UX,,,,,,,,,,,,,17581
233,Lincoln,Navigator,USA,All,52775.00,46360.00,5.4,8,300,13,18,5969,119,206,15631
234,Lincoln,Aviator,USA,Front,42915.00,39443.00,4.6,8,302,13,18,4834,114,193,20924
235,Lincoln,LS,USA,Rear,32495.00,29969.00,3,6,232,20,26,3681,115,194,
236,Lincoln,LS,USA,Rear,36895.00,33929.00,3,6,232,20,26,3681,115,194,
237,Lincoln,LS,USA,Rear,40095.00,36809.00,3.9,8,280,17,24,3768,115,194,
238,Lincoln,LS,USA,Rear,43495.00,39869.00,3.9,8,280,17,24,3768,115,194,
239,Lincoln,Town,USA,Rear,41815.00,38418.00,4.6,8,239,17,25,4369,118,215,
240,Lincoln,Town,USA,Rear,44925.00,41217.00,4.6,8,239,17,25,4369,118,215,
241,Lincoln,Town,USA,Rear,50470.00,46208.00,4.6,8,239,17,25,4474,124,221,
577,Lincoln,Continental,,,,,,,,,,,,,1460
578,Lincoln,Corsair,,,,,,,,,,,,,22790
579,Lincoln,MKX/Nautilus,,,,,,,,,,,,,25443
580,Lincoln,MKZ,,,,,,,,,,,,,1681
244,Mazda,Tribute,Asia,All,21087.00,19742.00,2,4,130,22,25,3091,103,173,
245,Mazda,Mazda3,Asia,Front,15500.00,14525.00,2,4,148,26,34,2696,104,178,
246,Mazda,Mazda3,Asia,Front,17200.00,15922.00,2.3,4,160,25,31,2762,104,179,
247,Mazda,Mazda6,Asia,Front,19270.00,17817.00,2.3,4,160,24,32,3042,105,187,
248,Mazda,MPV,Asia,Front,28750.00,26600.00,3,6,200,18,25,3812,112,188,
249,Mazda,MX-5,Asia,Rear,22388.00,20701.00,1.8,4,142,23,28,2387,89,156,10470
250,Mazda,MX-5,Asia,Rear,25193.00,23285.00,1.8,4,142,23,28,2387,89,156,10470
251,Mazda,RX-8,Asia,Rear,25700.00,23794.00,1.3,,197,18,25,3053,106,174,
252,Mazda,RX-8,Asia,Rear,27200.00,25179.00,1.3,,238,18,24,3029,106,174,
253,Mazda,B2300,Asia,Rear,14840.00,14070.00,2.3,4,143,24,29,2960,112,188,
254,Mazda,B4000,Asia,All,22350.00,20482.00,4,6,207,15,19,3571,126,203,
581,Mazda,3,,,,,,,,,,,,,41845
582,Mazda,5,,,,,,,,,,,,,60
583,Mazda,6,,,,,,,,,,,,,18504
584,Mazda,CX-3,,,,,,,,,,,,,6374
585,Mazda,CX-30,,,,,,,,,,,,,55180
586,Mazda,CX-5,,,,,,,,,,,,,163940
587,Mazda,CX-9,,,,,,,,,,,,,31803
588,Mazda,MX-30,,,,,,,,,,,,,61
255,Mercedes-Benz,G500,Europe,All,76870.00,71540.00,5,8,292,13,14,5423,112,186,
256,Mercedes-Benz,ML500,Europe,All,46470.00,43268.00,5,8,288,14,17,4874,111,183,
257,Mercedes-Benz,C230,Europe,Rear,26060.00,24249.00,1.8,4,189,22,30,3250,107,178,
258,Mercedes-Benz,C320,Europe,Rear,28370.00,26435.00,3.2,6,215,19,26,3430,107,178,
259,Mercedes-Benz,C320,Europe,Rear,35920.00,33456.00,3.2,6,215,19,26,3430,107,178,
260,Mercedes-Benz,C320,Europe,Rear,37630.00,35046.00,3.2,6,215,20,26,3450,107,178,
261,Mercedes-Benz,C320,Europe,All,38830.00,36162.00,3.2,6,215,19,27,3450,107,178,
262,Mercedes-Benz,C240,Europe,Rear,32280.00,30071.00,2.6,6,168,20,25,3360,107,178,
263,Mercedes-Benz,C240,Europe,All,33480.00,31187.00,2.6,6,168,19,25,3360,107,178,
264,Mercedes-Benz,C240,Europe,Rear,33780.00,31466.00,2.6,6,168,19,25,3470,107,179,
265,Mercedes-Benz,C32,Europe,Rear,52120.00,48522.00,3.2,6,349,16,21,3540,107,178,
266,Mercedes-Benz,CL500,Europe,Rear,94820.00,88324.00,5,8,302,16,24,4085,114,196,
267,Mercedes-Benz,CL600,Europe,Rear,128420.00,119600.00,5.5,12,493,13,19,4473,114,196,
268,Mercedes-Benz,CLK320,Europe,Rear,45707.00,41966.00,3.2,6,215,20,26,3770,107,183,
269,Mercedes-Benz,CLK500,Europe,Rear,52800.00,49104.00,5,8,302,17,22,3585,107,183,
270,Mercedes-Benz,E320,Europe,Rear,48170.00,44849.00,3.2,6,221,19,27,3635,112,190,
271,Mercedes-Benz,E320,Europe,Rear,50670.00,47174.00,3.2,6,221,19,27,3966,112,190,
272,Mercedes-Benz,E500,Europe,Rear,57270.00,53382.00,5,8,302,16,20,3815,112,190,
273,Mercedes-Benz,E500,Europe,All,60670.00,56474.00,5,8,302,16,24,4230,112,190,
274,Mercedes-Benz,S430,Europe,Rear,74320.00,69168.00,4.3,8,275,18,26,4160,122,203,
275,Mercedes-Benz,S500,Europe,All,86970.00,80939.00,5,8,302,16,24,4390,122,203,
276,Mercedes-Benz,SL500,Europe,Rear,90520.00,84325.00,5,8,302,16,23,4065,101,179,
277,Mercedes-Benz,SL55,Europe,Rear,121770.00,113388.00,5.5,8,493,14,21,4235,101,179,
278,Mercedes-Benz,SL600,Europe,Rear,126670.00,117854.00,5.5,12,493,13,19,4429,101,179,
279,Mercedes-Benz,SLK230,Europe,Rear,40320.00,37548.00,2.3,4,192,21,29,3055,95,158,
280,Mercedes-Benz,SLK32,Europe,Rear,56170.00,52289.00,3.2,6,349,17,22,3220,95,158,
589,Mercedes-Benz,A-Class,,,,,,,,,,,,,8108
590,Mercedes-Benz,AMG,,,,,,,,,,,,,3109
591,Mercedes-Benz,C-Class,,,,,,,,,,,,,30816
592,Mercedes-Benz,CLA-Class,,,,,,,,,,,,,6823
593,Mercedes-Benz,E,,,,,,,,,,,,,20946
594,Mercedes-Benz,EQS-Sedan,,,,,,,,,,,,,443
595,Mercedes-Benz,G-Class,,,,,,,,,,,,,8521
596,Mercedes-Benz,GL/GLS-Class,,,,,,,,,,,,,24465
597,Mercedes-Benz,GLA-Class,,,,,,,,,,,,,14323
598,Mercedes-Benz,GLB,,,,,,,,,,,,,26676
599,Mercedes-Benz,GLC/GLK-Class,,,,,,,,,,,,,51805
600,Mercedes-Benz,GLE-Class,,,,,,,,,,,,,65073
601,Mercedes-Benz,Metris,,,,,,,,,,,,,13054
602,Mercedes-Benz,S-Class,,,,,,,,,,,,,14284
603,Mercedes-Benz,SL-Class,,,,,,,,,,,,,460
604,Mercedes-Benz,SLC-Class,,,,,,,,,,,,,225
605,Mercedes-Benz,Sprinter,,,,,,,,,,,,,40534
281,Mercury,Mountaineer,USA,Front,29995.00,27317.00,4,6,210,16,21,4374,114,190,
282,Mercury,Sable,USA,Front,21595.00,19848.00,3,6,155,20,27,3308,109,200,
283,Mercury,Sable,USA,Front,23895.00,21918.00,3,6,201,19,26,3315,109,200,
284,Mercury,Sable,USA,Front,22595.00,20748.00,3,6,155,19,26,3488,109,198,
285,Mercury,Grand,USA,Rear,24695.00,23217.00,4.6,8,224,17,25,4052,115,212,
286,Mercury,Grand,USA,Rear,29595.00,27148.00,4.6,8,224,17,25,4052,115,212,
287,Mercury,Grand,USA,Rear,30895.00,28318.00,4.6,8,224,17,25,4052,115,212,
288,Mercury,Marauder,USA,Rear,34495.00,31558.00,4.6,8,302,17,23,4195,115,212,
289,Mercury,Monterey,USA,Front,33995.00,30846.00,4.2,6,201,16,23,4340,121,202,
242,MINI,Cooper,Europe,Front,16999.00,15437.00,1.6,4,115,28,37,2524,97,143,
243,MINI,Cooper,Europe,Front,19999.00,18137.00,1.6,4,163,25,34,2678,97,144,
606,Mini,Cooper,,,,,,,,,,,,,22970
607,Mini,Countryman,,,,,,,,,,,,,12198
290,Mitsubishi,Endeavor,Asia,All,30492.00,28330.00,3.8,6,215,17,21,4134,109,190,
291,Mitsubishi,Montero,Asia,All,33112.00,30763.00,3.8,6,215,15,19,4718,110,190,
292,Mitsubishi,Outlander,Asia,Front,18892.00,17569.00,2.4,4,160,21,27,3240,103,179,33883
293,Mitsubishi,Outlander,Asia,Front,18892.00,17569.00,2.4,4,160,21,27,3240,103,179,2249
294,Mitsubishi,Outlander,Asia,Front,18892.00,17569.00,2.4,4,160,21,27,3240,103,179,34214
295,Mitsubishi,Lancer,Asia,Front,14622.00,13751.00,2,4,120,25,31,2656,102,181,
296,Mitsubishi,Lancer,Asia,Front,16722.00,15718.00,2,4,120,25,31,2795,102,181,
297,Mitsubishi,Lancer,Asia,Front,17232.00,16196.00,2,4,120,25,31,2744,102,181,
298,Mitsubishi,Lancer,Asia,Front,29562.00,27466.00,2,4,271,18,26,3263,103,179,
299,Mitsubishi,Lancer,Asia,Front,17495.00,16295.00,2.4,4,160,25,31,3020,102,181,
300,Mitsubishi,Galant,Asia,Front,19312.00,17957.00,2.4,4,160,23,30,3351,108,191,
301,Mitsubishi,Galant,Asia,Front,25700.00,23883.00,3.8,6,230,18,26,3649,108,191,
302,Mitsubishi,Diamante,Asia,Front,29282.00,27250.00,3.5,6,205,18,25,3549,107,194,
303,Mitsubishi,Eclipse,Asia,Front,25092.00,23456.00,3,6,210,21,28,3241,101,177,8946
304,Mitsubishi,Eclipse,Asia,Front,26992.00,25218.00,3,6,210,21,28,3296,101,177,8946
608,Mitsubishi,Mirage,,,,,,,,,,,,,22743
305,Nissan,Pathfinder,Asia,Front,33840.00,30815.00,5.6,8,305,13,19,5013,123,207,41324
306,Nissan,Pathfinder,Asia,Front,27339.00,25972.00,3.5,6,240,16,21,3871,106,183,41324
307,Nissan,Xterra,Asia,Front,20939.00,19512.00,3.3,6,180,17,20,3760,104,178,
308,Nissan,Sentra,Asia,Front,12740.00,12205.00,1.8,4,126,28,35,2513,100,178,127862
309,Nissan,Sentra,Asia,Front,14740.00,13747.00,1.8,4,126,28,35,2581,100,178,127862
310,Nissan,Sentra,Asia,Front,17640.00,16444.00,2.5,4,165,23,28,2761,100,178,127862
311,Nissan,Altima,Asia,Front,19240.00,18030.00,2.5,4,175,21,26,3039,110,192,103776
312,Nissan,Altima,Asia,Front,23290.00,21580.00,3.5,6,245,21,26,3197,110,192,103776
313,Nissan,Maxima,Asia,Front,27490.00,25182.00,3.5,6,265,20,28,3473,111,194,16386
314,Nissan,Maxima,Asia,Front,29440.00,26966.00,3.5,6,265,20,28,3476,111,194,16386
315,Nissan,Quest,Asia,Front,24780.00,22958.00,3.5,6,240,19,26,4012,124,204,
316,Nissan,Quest,Asia,Front,32780.00,30019.00,3.5,6,240,18,25,4175,124,204,
317,Nissan,350Z,Asia,Rear,26910.00,25203.00,3.5,6,287,20,26,3188,104,169,
318,Nissan,350Z,Asia,Rear,34390.00,31845.00,3.5,6,287,20,26,3428,104,169,
319,Nissan,Frontier,Asia,All,19479.00,18253.00,3.3,6,180,17,20,3932,116,191,60697
320,Nissan,Titan,Asia,All,26650.00,24926.00,5.6,8,305,14,18,5287,140,224,27406
321,Nissan,Murano,Asia,Rear,28739.00,27300.00,3.5,6,245,20,25,3801,111,188,46115
609,Nissan,370Z,,,,,,,,,,,,,37
610,Nissan,Armada,,,,,,,,,,,,,22815
611,Nissan,GT-R,,,,,,,,,,,,,228
612,Nissan,Kicks,,,,,,,,,,,,,82960
613,Nissan,Leaf,,,,,,,,,,,,,14237
614,Nissan,NV,,,,,,,,,,,,,11374
615,Nissan,NV200,,,,,,,,,,,,,17359
616,Nissan,Rogue,,,,,,,,,,,,,285601
617,Nissan,Versa,,,,,,,,,,,,,60913
322,Oldsmobile,Alero,USA,Front,18825.00,17642.00,2.2,4,140,24,32,2946,107,187,
323,Oldsmobile,Alero,USA,Front,23675.00,21485.00,3.4,6,170,20,29,3085,107,187,
324,Oldsmobile,Silhouette,USA,Front,28790.00,26120.00,3.4,6,185,19,26,3948,120,201,
325,Pontiac,Aztekt,USA,Front,21595.00,19810.00,3.4,6,185,19,26,3779,108,182,
326,Pontiac,Sunfire,USA,Front,15495.00,14375.00,2.2,4,140,24,33,2771,104,182,
327,Pontiac,Sunfire,USA,Front,17735.00,16369.00,2.2,4,140,24,33,2771,104,182,
328,Pontiac,Grand,USA,Front,22450.00,20595.00,3.4,6,175,20,29,3118,107,186,
329,Pontiac,Grand,USA,Front,22395.00,20545.00,3.8,6,200,20,30,3477,111,198,
330,Pontiac,Grand,USA,Front,24295.00,22284.00,3.8,6,200,20,30,3484,111,198,
331,Pontiac,Bonneville,USA,Front,35995.00,32997.00,4.6,8,275,17,20,3790,112,203,
332,Pontiac,Montana,USA,Front,23845.00,21644.00,3.4,6,185,19,26,3803,112,187,
333,Pontiac,Montana,USA,All,31370.00,28454.00,3.4,6,185,18,24,4431,121,201,
334,Pontiac,GTO,USA,Rear,33500.00,30710.00,5.7,8,340,16,20,3725,110,190,
335,Pontiac,Vibe,USA,Rear,17045.00,15973.00,1.8,4,130,29,36,2701,102,172,
336,Porsche,Cayenne,Europe,All,56665.00,49865.00,4.5,8,340,14,18,4950,112,188,21048
337,Porsche,911,Europe,Rear,79165.00,69229.00,3.6,6,315,18,26,3135,93,175,9167
338,Porsche,911,Europe,All,84165.00,72206.00,3.6,6,315,17,24,3240,93,175,9167
339,Porsche,911,Europe,Rear,76765.00,67128.00,3.6,6,315,18,26,3119,93,175,9167
340,Porsche,911,Europe,Rear,192465.00,173560.00,3.6,6,477,17,24,3131,93,175,9167
341,Porsche,Boxster,Europe,Rear,43365.00,37886.00,2.7,6,228,20,29,2811,95,170,
342,Porsche,Boxster,Europe,Rear,52365.00,45766.00,3.2,6,258,18,26,2911,95,170,
618,Porsche,718,,,,,,,,,,,,,4656
619,Porsche,Macan,,,,,,,,,,,,,22002
620,Porsche,Panamera,,,,,,,,,,,,,3555
621,Porsche,Taycan,,,,,,,,,,,,,8747
622,Ram,Pickup,,,,,,,,,,,,,569389
623,Ram,ProMaster,,,,,,,,,,,,,63362
624,Ram,ProMaster,,,,,,,,,,,,,14578
343,Saab,03-Sep,Europe,Front,30860.00,29269.00,2,4,210,20,28,3175,105,183,
344,Saab,03-Sep,Europe,Front,33360.00,31562.00,2,4,210,20,28,3175,105,183,
345,Saab,03-Sep,Europe,Front,40670.00,38520.00,2,4,210,21,29,3480,105,182,
346,Saab,03-Sep,Europe,Front,43175.00,40883.00,2,4,210,21,30,3700,105,182,
347,Saab,05-Sep,Europe,Front,35105.00,33011.00,2.3,4,220,21,29,3470,106,190,
348,Saab,05-Sep,Europe,Front,39465.00,37721.00,2.3,4,250,21,29,3470,106,190,
349,Saab,05-Sep,Europe,Front,40845.00,38376.00,2.3,4,250,19,29,3620,106,190,
350,Saturn,VUE,USA,All,20585.00,19238.00,2.2,4,143,21,26,3381,107,181,
351,Saturn,Ion1,USA,Front,10995.00,10319.00,2.2,4,140,26,35,2692,103,185,
352,Saturn,lon2,USA,Front,14300.00,13393.00,2.2,4,140,26,35,2692,103,185,
353,Saturn,lon2,USA,Front,14850.00,13904.00,2.2,4,140,26,35,2751,103,185,
354,Saturn,lon3,USA,Front,15825.00,14811.00,2.2,4,140,26,35,2692,103,185,
355,Saturn,lon3,USA,Front,16350.00,15299.00,2.2,4,140,26,35,2751,103,185,
356,Saturn,L300-2,USA,Front,21410.00,19801.00,3,6,182,20,28,3197,107,190,
357,Saturn,L300,USA,Front,23560.00,21779.00,2.2,4,140,24,34,3109,107,190,
358,Scion,xA,Asia,Front,12965.00,12340.00,1.5,4,108,32,38,2340,93,154,
359,Scion,xB,Asia,Front,14165.00,13480.00,1.5,4,108,31,35,2425,98,155,
360,Subaru,Impreza,Asia,All,19945.00,18399.00,2.5,4,165,22,28,2965,99,174,34791
361,Subaru,Impreza,Asia,All,19945.00,18399.00,2.5,4,165,22,28,2965,99,174,27141
362,Subaru,Impreza,Asia,All,25045.00,23022.00,2,4,227,20,27,3085,99,174,34791
363,Subaru,Impreza,Asia,All,25045.00,23022.00,2,4,227,20,27,3085,99,174,27141
364,Subaru,Impreza,Asia,All,31545.00,29130.00,2.5,4,300,18,24,3263,100,174,34791
365,Subaru,Impreza,Asia,All,31545.00,29130.00,2.5,4,300,18,24,3263,100,174,27141
366,Subaru,Legacy,Asia,All,20445.00,18713.00,2.5,4,165,21,28,3285,104,184,22766
367,Subaru,Legacy,Asia,All,25645.00,23336.00,2.5,4,165,21,28,3395,104,184,22766
368,Subaru,Outback,Asia,All,27145.00,24687.00,2.5,4,165,20,27,3495,104,184,154623
369,Subaru,Outback,Asia,All,29345.00,26660.00,3,6,212,19,26,3610,104,184,154623
370,Subaru,Outback,Asia,All,31545.00,28603.00,3,6,212,19,26,3630,104,184,154623
371,Subaru,Outback,Asia,All,23895.00,21773.00,2.5,4,165,21,28,3430,104,187,154623
372,Subaru,Baja,Asia,All,24520.00,22304.00,2.5,4,165,21,28,3485,104,193,
373,Subaru,Forester,Asia,All,21445.00,19646.00,2.5,4,165,21,28,3090,99,175,154723
625,Subaru,Ascent,,,,,,,,,,,,,74650
626,Subaru,BRZ,,,,,,,,,,,,,2320
627,Subaru,CrossTrek,,,,,,,,,,,,,127466
374,Suzuki,XL-7,Asia,Front,23699.00,22307.00,2.7,6,185,18,22,3682,110,187,
375,Suzuki,Vitara,Asia,All,17163.00,16949.00,2.5,6,165,19,22,3020,98,163,
376,Suzuki,Aeno,Asia,Front,12884.00,12719.00,2.3,4,155,25,31,2676,98,171,
377,Suzuki,Aerio,Asia,Front,14500.00,14317.00,2.3,4,155,25,31,2676,98,171,
378,Suzuki,Aerio,Asia,All,16497.00,16291.00,2.3,4,155,24,29,2932,98,167,
379,Suzuki,Forenza,Asia,Front,12269.00,12116.00,2,4,119,24,31,2701,102,177,
380,Suzuki,Forenza,Asia,Front,15568.00,15378.00,2,4,119,22,30,2756,102,177,
381,Suzuki,Verona,Asia,Front,17262.00,17053.00,2.5,6,155,20,27,3380,106,188,
628,Tesla,Model,,,,,,,,,,,,,121610
629,Tesla,Model,,,,,,,,,,,,,11556
630,Tesla,Model,,,,,,,,,,,,,7305
631,Tesla,Model,,,,,,,,,,,,,161527
382,Toyota,Prius,Asia,Front,20510.00,18926.00,1.5,4,110,59,51,2890,106,175,59010
383,Toyota,Sequoia,Asia,All,35695.00,31827.00,4.7,8,240,14,17,5270,118,204,8070
384,Toyota,4Runner,Asia,Front,27710.00,24801.00,4,6,245,18,21,4035,110,189,144696
385,Toyota,Highlander,Asia,All,27930.00,24915.00,3.3,6,230,18,24,3935,107,185,264128
386,Toyota,Land,Asia,All,54765.00,47986.00,4.7,8,325,13,17,5390,112,193,3711
387,Toyota,RAV4,Asia,All,20290.00,18553.00,2.4,4,161,22,27,3119,98,167,407739
388,Toyota,Corolla,Asia,Front,14085.00,13065.00,1.8,4,130,32,40,2502,102,178,223215
389,Toyota,Corolla,Asia,Front,14085.00,13065.00,1.8,4,130,32,40,2502,102,178,7203
390,Toyota,Corolla,Asia,Front,15030.00,13650.00,1.8,4,130,32,40,2524,102,178,223215
391,Toyota,Corolla,Asia,Front,15030.00,13650.00,1.8,4,130,32,40,2524,102,178,7203
392,Toyota,Corolla,Asia,Front,15295.00,13889.00,1.8,4,130,32,40,2524,102,178,223215
393,Toyota,Corolla,Asia,Front,15295.00,13889.00,1.8,4,130,32,40,2524,102,178,7203
394,Toyota,Echo,Asia,Front,10760.00,10144.00,1.5,4,108,35,43,2035,93,163,
395,Toyota,Echo,Asia,Front,11560.00,10896.00,1.5,4,108,33,39,2085,93,163,
396,Toyota,Echo,Asia,Front,11290.00,10642.00,1.5,4,108,35,43,2055,93,163,
397,Toyota,Camry,Asia,Front,19560.00,17558.00,2.4,4,157,24,33,3086,107,189,313795
398,Toyota,Camry,Asia,Front,22775.00,20325.00,3,6,210,21,29,3296,107,189,313795
399,Toyota,Camry,Asia,Front,19635.00,17722.00,2.4,4,157,24,33,3175,107,193,313795
400,Toyota,Camry,Asia,Front,21965.00,19819.00,3.3,6,225,20,29,3417,107,193,313795
401,Toyota,Camry,Asia,Front,25920.00,23125.00,3,6,210,21,29,3362,107,189,313795
402,Toyota,Camry,Asia,Front,26510.00,23908.00,3.3,6,225,20,29,3439,107,193,313795
403,Toyota,Avalon,Asia,Front,26560.00,23693.00,3,6,210,21,29,3417,107,192,18280
404,Toyota,Avalon,Asia,Front,30920.00,27271.00,3,6,210,21,29,3439,107,192,18280
405,Toyota,Sienna,Asia,Front,23495.00,21198.00,3.3,6,230,19,27,4120,119,200,14782
406,Toyota,Sienna,Asia,Front,28800.00,25690.00,3.3,6,230,19,27,4165,119,200,14782
407,Toyota,Celica,Asia,Front,22570.00,20363.00,1.8,4,180,24,33,2500,102,171,
408,Toyota,MR2,Asia,Rear,25130.00,22787.00,1.8,4,138,26,32,2195,97,153,
409,Toyota,Tacoma,Asia,Rear,12800.00,11879.00,2.4,4,142,22,27,2750,103,191,252490
410,Toyota,Tundra,Asia,Rear,16495.00,14978.00,3.4,6,190,16,18,3925,128,218,81959
411,Toyota,Tundra,Asia,All,25935.00,23520.00,3.4,6,190,14,17,4435,128,218,81959
412,Toyota,Matrix,Asia,Front,16695.00,15156.00,1.8,4,130,29,36,2679,102,171,
632,Toyota,86,,,,,,,,,,,,,1044
633,Toyota,C-HR,,,,,,,,,,,,,35707
634,Toyota,FJ,,,,,,,,,,,,,1
635,Toyota,GR86,,,,,,,,,,,,,109
636,Toyota,Mirai,,,,,,,,,,,,,2629
637,Toyota,Supra,,,,,,,,,,,,,6830
638,Toyota,Venza,,,,,,,,,,,,,61718
639,Toyota,Yaris,,,,,,,,,,,,,205
413,Volkswagen,Touareg,Europe,All,35515.00,32243.00,3.2,6,220,15,20,5086,112,187,
414,Volkswagen,Golf,Europe,Front,18715.00,17478.00,2,4,115,24,31,2897,99,165,6537
415,Volkswagen,GTI,Europe,Front,19825.00,18109.00,1.8,4,180,24,31,2934,99,168,
416,Volkswagen,Jetta,Europe,Front,21055.00,19638.00,1.9,4,100,38,46,3003,99,172,55113
417,Volkswagen,Jetta,Europe,Front,23785.00,21686.00,2.8,6,200,21,30,3179,99,172,55113
418,Volkswagen,Jetta,Europe,Front,19005.00,17427.00,2,4,115,24,30,3034,99,174,55113
419,Volkswagen,New,Europe,Front,21055.00,19638.00,1.8,4,150,24,31,2820,99,161,
420,Volkswagen,New,Europe,Front,23215.00,21689.00,2,4,115,24,30,3082,99,161,
421,Volkswagen,Passat,Europe,Front,23955.00,21898.00,1.8,4,170,22,31,3241,106,185,24398
422,Volkswagen,Passat,Europe,Front,33180.00,30583.00,2.8,6,190,19,26,3721,106,185,24398
423,Volkswagen,Passat,Europe,Front,39235.00,36052.00,4,8,270,18,25,3953,106,185,24398
424,Volkswagen,Passat,Europe,Front,24955.00,22801.00,1.8,4,170,22,31,3338,106,184,24398
425,Volkswagen,Passat,Europe,Front,40235.00,36956.00,4,8,270,18,25,4067,106,184,24398
426,Volkswagen,Phaeton,Europe,Front,65000.00,59912.00,4.2,8,335,16,22,5194,118,204,
427,Volkswagen,Phaeton,Europe,Front,75000.00,69130.00,6,12,420,12,19,5399,118,204,
640,Volkswagen,Arteon,,,,,,,,,,,,,5537
641,Volkswagen,Atlas,,,,,,,,,,,,,72383
642,Volkswagen,Atlas,,,,,,,,,,,,,44304
643,Volkswagen,ID.4,,,,,,,,,,,,,16745
644,Volkswagen,Taos,,,,,,,,,,,,,31703
645,Volkswagen,Tiguan,,,,,,,,,,,,,109742
428,Volvo,XC90,Europe,All,41250.00,38851.00,2.9,6,268,15,20,4638,113,189,38657
429,Volvo,S40,Europe,Front,25135.00,23701.00,1.9,4,170,22,29,2767,101,178,
430,Volvo,S60,Europe,All,31745.00,29916.00,2.5,5,208,20,27,3903,107,180,
431,Volvo,S60,Europe,Front,34845.00,32902.00,2.3,5,247,20,28,3766,107,180,
432,Volvo,S60,Europe,All,37560.00,35382.00,2.5,5,300,18,25,3571,107,181,
433,Volvo,S80,Europe,Front,37730.00,35542.00,2.9,6,208,20,28,3576,110,190,
434,Volvo,S80,Europe,All,37885.00,35688.00,2.5,5,194,20,27,3691,110,190,
435,Volvo,S80,Europe,Front,45210.00,42573.00,2.9,6,268,19,26,3653,110,190,
436,Volvo,C70,Europe,Front,40565.00,38203.00,2.4,5,197,21,28,3450,105,186,
437,Volvo,C70,Europe,Front,42565.00,40083.00,2.3,5,242,20,26,3450,105,186,
438,Volvo,V40,Europe,Front,26135.00,24641.00,1.9,4,170,22,29,2822,101,180,
439,Volvo,XC70,Europe,All,35145.00,33112.00,2.5,5,208,20,27,3823,109,186,
646,Volvo,60-Series,,,,,,,,,,,,,14846
647,Volvo,90-Series,,,,,,,,,,,,,1495
648,Volvo,C40,,,,,,,,,,,,,42
649,Volvo,XC40,,,,,,,,,,,,,26802
650,Volvo,XC60,,,,,,,,,,,,,41582
